Institución que abrió la licitación,Institución Destino,Fecha de apertura,Mantenimiento de la oferta,Código de licitación,N° Expediente,Descripción Extraida,Producto,Cantidad,Unidades,Nro Renglón,Línea de Producto,Latitud,Longitud
MINISTERIO DE SALUD DE ENTRE RÍOS - HOSPITAL MATERNO INFANTIL SAN ROQUE,HOSPITAL MATERNO INFANTIL SAN ROQUE,2025-02-20,30 días hábiles,438/2025,,LECHE ENTERA EN POLVO X 800 GRS O 1 KG,NUTRILON 1 LATA X 800G,180,GRS O 1 KG,2,Nutrilon,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,"Fórmula Láctea en polvo para recién nacidos de bajo peso o prematuros. Presentación: envases por 400g Tipo Nutrilon Prematuros, Pre Nan","NUTRILON PREMA 2, ARG 24X400G",395,UNIDAD,1,Nutrilon,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,"Fórmula Láctea en polvo para recién nacidos de bajo peso o prematuros. Presentación: envases por 400g Tipo Nutrilon Prematuros, Pre Nan",NUTRILON PREMATUROS 1 X 400GR,395,UNIDAD,1,Nutrilon,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,"Fórmula Láctea de continuación en polvo para lactantes de 6-12 meses de edad. Presentación: envases por 800 g Tipo Vital Infantil 2, Sancor Bebé 2, Nutrilon 2",VITAL 2 LICITACIONES POUCH X 1KG,680,UNIDAD,3,Vital,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,Fórmula en polvo a base de caseinato de sodio hidrolizado para lactantes y niños. Presentación: Envases por 400 g Tipo: Kas 1000,KAS 1000 LATA X 400G,250,UNIDAD,4,Kas 1000,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,"Fórmula libre de lactosa indicada para lactantes y niños con intolerancia a la lactosa. Presentación: envases por 400 g Tipo Nan sin lactosa, Nutrilon sin lactosa",NUTRILON SIN LACTOSA LATA X350G,1500,UNIDAD,5,Nutrilon,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,Fórmula Láctea con proteínas de suero extensamente hidrolizadas sin lactosa. Presentación: envases por 400 g Tipo Pepti Junior HE,NUTRILON PEPTI JUNIOR LATA X 400G,430,UNIDAD,6,Nutrilon,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,"Fórmula nutricionalmente completa, con bajo contenido lipídico, alto contenido en TCM. Presentación: envases por 400 g Tipo Monogen",MONOGEN LATA X 400G,60,UNIDAD,7,Monogen,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,"Fórmula polimérica, nutricionalmente completa, hipercalórica 1Kcal/ml en polvo para lactantes con altos requerimientos calóricos y restricción de volumen (para niños de 0 a 18 meses). Presentación en polvo, latas de 400g. Tipo Infatrini polvo",INFATRINI 12 X 400G,270,UNIDAD,8,Infatrini,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,Fórmula en polvo nutricionalmente completa para el tratamiento de la Epilepsia Refractaria. Presentación: envases por 300 g Tipo KetoCal,KETOCAL 4:1 6X300G,135,UNIDAD,11,Ketocal,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,"Fórmula Infantil libre de fenilalanina y rica en tirosina, de 1 a 8 años. Presentación: envases por 500 g Tipo: Milupa PKU 2, XP Maxamaid, Add ins, PKU Gel, XPhe energy K",ANAMIX JUNIOR PKU NEUTRO LATA X 400G,42,UNIDAD,12,Anamix,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,"Formula en polvo con aminoacidos esenciales, hidratos de carbono, lípidos y micronutrienes. Indicada para niños de 1 a 10 años con trastornos del ciclo de la urea. Presentación: en polvo, latas de 400 g. Tipo UCD Anamix Junior",UCD ANAMIX JUNIOR NEUTRO 400G,14,UNIDAD,13,Anamix,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,"Alimento nutricionalmente completo en polvo, para niños de 2 a 10 años. Libre de gluten. Presentación: en polvo, lata de 400 g Tipo: Pediasure, Fortini",FORTINI NEUTRO LATA X 400G,200,UNIDAD,16,Fortini,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,Suplemento oral hipercalórico completo para niños. Presentación: envases por 200 cc Tipo: Frebini Drink,FORTINI COMPACT MF FRUT BOT 125 ML,440,UNIDAD,17,Fortini,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,"Formula liquida para alimentacion enteral isocalórica pediátrica. Presentación: envase por 500 ml - Tipo: Frebini Original, Nutrini","**D**NUTRINI STANDARD PACK 0,5 L.",10350,UNIDAD,18,Nutrini,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,"Fórmula hipercalórica (1,5 Kcal/ml), nutricionalmente completa, con fibra, lista para usar. Para niños de 1 a 12 años. 500 ml. Tipo: Nutrini Energy Multi Fibre, botella por 500 ml",NUTRINI ENERGY MF  OPTRI X 500ML,2000,UNIDAD,19,Nutrini,,
HOSPITAL DE NIÑOS DR. O. ALASSIA,HOSPITAL DE NIÑOS DR. O. ALASSIA,2024-11-29,30 días corridos con prórroga de 2 períodos de 15 días corridos,068/2024,900924/2024,"Sustituto de Huevo. Presentación: envases por 500 g Tipo: Loprofin, Aproten",LOPROFIN PREP COCINAR(S.HUEVO) 2X250G,6,UNIDAD,23,Loprofin,,
PROVINCIA DE SANTA FE,HOSPITAL PROTOMÉDICO MANUEL RODRÍGUEZ,2025-02-13,30 días,CONTRATACION DIRECTA ACELERADA Nº 6-2025,7827,"FORMULA COMPLETA ISOCALORICA ISOTONICA: Suplemento en polvo para preparar bebida a base de carbohidratos, proteínas, lípidos, fibras, vitaminas y minerales, con aporte de 1Kcal/ml. Libre de gluten. Sin TACC. Tipo Ensure- Fresubin- Fortisip. Sin lactosa o baja en lactosa. Preferentemente sin sabor- neutro-. (Las presentaciones pueden ser de 700 a 1200 gramos)",FORTISIP STD NEUTRO POUCH X 700 GR,300,GRAMOS,1,Fortisip,-30.3154739,-61.1645076
PROVINCIA DE SANTA FE,HOSPITAL PROTOMÉDICO MANUEL RODRÍGUEZ,2025-02-13,30 días,CONTRATACION DIRECTA ACELERADA Nº 6-2025,7827,"CASEINATO DE CALCIO (SUPLEMENTO PROTEICO): Alimento para propósitos médicos específicos de proteínas a base del caseinato de calcio en polvo. Sin TACC. Sabor Neutro. Tipo: Secalbum, Nutrex CC. (Las presentaciones pueden ser de 225 a 350 gramos)",SECALBUM LATA X 225 GR,12,GRAMOS,3,Secalbum,-30.3154739,-61.1645076
PROVINCIA DE SANTA FE,HOSPITAL PROTOMÉDICO MANUEL RODRÍGUEZ,2025-02-13,30 días,CONTRATACION DIRECTA ACELERADA Nº 6-2025,7827,"FORMULA COMPLETA CON HIDRATOS DE CARBONO MODIFICADOS PARA PACIENTES DIABETICOS: Alimento en polvo para propósitos médicos específicos, para adultos, modificado en el contenido de carbohidratos para pacientes con diabetes o con alteración del metabolismo de la glucosa. Sin sabor. Libre de gluten. Tipo: Glucerna, Avant DBT. (Las presentaciones pueden ser 300 a 800 gramos)",DIASIP LATA X 350G,12,GRAMOS,4,Diasip,-30.3154739,-61.1645076
MUNICIPALIDAD DE ESTEBAN ECHEVERRÍA,HOSPITAL SANTAMARINA,,30 días,4631,8.018/2024,"ALIMENTACION ENTERAL - SUPLEMENTO NUTRITIVO ESPECIAL TIPO KASIOO A BASE DE CASEINATO DE SODIO HIDROLIZADO Y MALTODEXTRINA, PARA LACTANTES Y NIÑOS EN LA PRIMERA INFANCIA. LIBRE DE GLUTEN - PRESENTACION X 400GR",KAS 1000 LATA X 400G,10000,C/U,3,Kas 1000,-34.8191362,-58.4669266
MUNICIPALIDAD DE ESTEBAN ECHEVERRÍA,HOSPITAL SANTAMARINA,,30 días,4631,8.018/2024,ALIMENTACION ENTERAL -TIPO LECHE ANTIREFLUJO A.R - PRESENTACION X 400GR,VITAL AR LATA X 400G,10000,C/U,5,Vital,-34.8191362,-58.4669266
HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,2025-01-07,30 dias,Licitacion Privada N° 12/2025,EX-2024-40567419- -GDEBA-HIAVLPMSALGP,MÓDULO DE CASEINATO DE CALCIO MÓDULO PROTEICO  250 GRS. LATA,SECALBUM LATA X 225 GR,10,UNIDAD,5,Secalbum,,
HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,2025-01-07,30 dias,Licitacion Privada N° 12/2025,EX-2024-40567419- -GDEBA-HIAVLPMSALGP,MÓDULO DE ALMIDON DE MAIZ MODIFICADO ESPESANTE P/LÍQUIDOS  300 GRS. LATA,ESPESAN PLUS (NUTILIS) 12X300G ARG,12,UNIDAD,7,Espesan,,
HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,2025-01-07,30 dias,Licitacion Privada N° 12/2025,EX-2024-40567419- -GDEBA-HIAVLPMSALGP,"FÓRMULA COMPLETA EN POLVO PARA PEDIATRÍA LÁCTEA DE INICIO (0 A 6 MESES) 0.67KCAL/ML 800G-1000G LATA Ó CAJA - UNIDAD - PROTEÍNAS, SUERO/CASEÍNA (60/40)",VITAL 1 LICITACIONES POUCH X 1KG,150,UNIDAD,8,Vital,,
HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,2025-01-07,30 dias,Licitacion Privada N° 12/2025,EX-2024-40567419- -GDEBA-HIAVLPMSALGP,"FÓRMULA COMPLETA EN POLVO PARA PEDIATRÍA LÁCTEA DE INICIO (0 A 6 MESES) 0.67KCAL/ML 800G-1000G LATA Ó CAJA - UNIDAD - PROTEÍNAS, SUERO/CASEÍNA (60/40)",NUTRILON 1 LATA X 800G,150,UNIDAD,8,Nutrilon,,
HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,2025-01-07,30 dias,Licitacion Privada N° 12/2025,EX-2024-40567419- -GDEBA-HIAVLPMSALGP,"FÓRMULA COMPLETA EN POLVO PARA PEDIATRÍA LÁCTEA PARA PREMATURO Y/O BAJO PESO AL NACER 0.67-079KCAL/ML 400 GRS. - LATA - UNIDAD PROTEÍNAS, SUERO/CASEÍNA (60-40 Ó 70/30)",NUTRILON PREMATUROS 1 X 400GR,30,UNIDAD,9,Nutrilon,,
HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,2025-01-07,30 dias,Licitacion Privada N° 12/2025,EX-2024-40567419- -GDEBA-HIAVLPMSALGP,FÓRMULA COMPLETA LISTA PARA USAR EN PEDIATRÍA LÁCTEA DE INICIO (0-6MESES) 0.67KCAL/ML 200-250ML-BRICK-UNIDAD PROTEÍNAS SUERO/CASEÍNA (60/40),VITAL 1 X 200 ML,2500,UNIDAD,10,Vital,,
HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,2025-01-07,30 dias,Licitacion Privada N° 12/2025,EX-2024-40567419- -GDEBA-HIAVLPMSALGP,FÓRMULA COMPLETA LISTA PARA USAR EN PEDIATRÍA LÁCTEA DE INICIO (0-6MESES) 0.67KCAL/ML 200-250ML-BRICK-UNIDAD PROTEÍNAS SUERO/CASEÍNA (60/40),VITAL 1 X 200 ML,1000,UNIDAD,11,Vital,,
HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,2025-01-07,30 dias,Licitacion Privada N° 12/2025,EX-2024-40567419- -GDEBA-HIAVLPMSALGP,FÓRMULA EN POLVO-NUTRICIONALMENTE COMPLETA - SIN FIBRA VARIOS SABORES/NEUTRO 1 CAL/ML 325/460 GRS. LATA,FORTISIP MAX NEUTRO LATA X 350G,200,UNIDAD,12,Fortisip,,
HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,2025-01-07,30 dias,Licitacion Privada N° 12/2025,EX-2024-40567419- -GDEBA-HIAVLPMSALGP,FÓRMULA ENTERAL LISTA P/USAR NORMOCALORICA-NORMOPROTEICA PROTEÍNA ENTERA- SIN FIBRAS 1 CAL/ML 1000 ML,NUTRISON PACK  STD. 1000ML,1600,UNIDAD,13,Nutrison,,
HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,2025-01-07,30 dias,Licitacion Privada N° 12/2025,EX-2024-40567419- -GDEBA-HIAVLPMSALGP,FÓRMULA COMPLETA LISTA PARA USAR EN PEDIATRÍA-NORMOCALÓRICA-PROTEÍNA ENTERA SIN LACTOSA (1-6 AÑOS Ó 8-20KG) Ó (1-12 AÑOS) 1KCAL/ML 500ML - PACK CERRADO - UNIDAD,NUTRINI ENERGY MF  OPTRI X 500ML,800,UNIDAD,14,Nutrini,,
HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,2025-01-07,30 dias,Licitacion Privada N° 12/2025,EX-2024-40567419- -GDEBA-HIAVLPMSALGP,FÓRMULA COMPLETA LISTA PARA USAR EN PEDIATRÍA-NORMOCALÓRICA-PROTEÍNA ENTERA SIN LACTOSA (1-6 AÑOS Ó 8-20KG) Ó (1-12 AÑOS) 1KCAL/ML 500ML - PACK CERRADO - UNIDAD,"**D**NUTRINI STANDARD PACK 0,5 L.",800,UNIDAD,14,Nutrini,,
HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,2025-01-07,30 dias,Licitacion Privada N° 12/2025,EX-2024-40567419- -GDEBA-HIAVLPMSALGP,"FÓRMULA ENTERAL LISTA P/USAR - HIPERCALORICA-HIPERPROTEICA-PROTEINA HIDROLIZADA- SIN FIBRA- TAURINA, CARNITINA, ARGININA 1.3 CAL/ML 1000 ML ESPECÍFICA P/PACIENTES C/ESTRÉS METABÓLICO",NUTRISON ADVANCED PEPTISORB PA 1000ML,50,UNIDAD,15,Nutrison,,
HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,2025-01-07,30 dias,Licitacion Privada N° 12/2025,EX-2024-40567419- -GDEBA-HIAVLPMSALGP,"FÓRMULA ENTERAL LISTA P/USAR -NORMOCALORICA-HIPERPROTEICA PROTEINA HIDROLIZADA-SIN FIBRAS-P/PACIENTES ESTRESADOS/ALTO REQUERIMIENTO PROTEICO 1 CAL/ML-500 ML GLUTAMINA,ARGININA",NUTRISON ADVANCED PEPTISORB PA 1000ML,200,UNIDAD,16,Nutrison,,
HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,2025-01-07,30 dias,Licitacion Privada N° 12/2025,EX-2024-40567419- -GDEBA-HIAVLPMSALGP,FÓRMULA ENTERAL LISTA P/USAR NORMOCALORICA-NORMOPROTEICA PROTEINA ENTERA-CONFIBRAS-ESPECIFICA P/ HIPERGLUCEMINA/DIABETES - 1 CAL/ML 1000 ML,NUTRISON ADVANCED DIASON PACK X 1L,800,UNIDAD,17,Nutrison,,
HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,HOSPITAL INTERZONAL GENERAL DE AGUDOS V. LOPEZ Y PLANES,2025-01-07,30 dias,Licitacion Privada N° 12/2025,EX-2024-40567419- -GDEBA-HIAVLPMSALGP,FÓRMULA COMPLETA EN POLVO PARA PEDIATRÍA PROTEÍNAS PARCIALMENTE HIDROLIZADAS-SIN LACTOSA 0.67KCAL/ML 400G. LATA-UNIDAD CASEINATO DE SODIO HIDROLIZADO 100%,KAS 1000 LATA X 400G,100,UNIDAD,18,Kas 1000,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"FORMULA A BASE DE AMINOACIDOS LIBRES DE PEPTIDOS C/PREBIOTICOS, PARA NIÑOS MENORES DE 12 MESES",NEOCATE JUNIOR NEUTRO LATA X 400G,10,ENVASE X 400 GR.,2,Neocate,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"FORMULA A BASE DE AMINOACIDOS LIBRES DE PEPTIDOS C/PREBIOTICOS, PARA NIÑOS MENORES DE 12 MESES",NEOCATE JUNIOR VAINILLA LATA X 400G,10,ENVASE X 400 GR.,2,Neocate,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"CASEINATO DE SODIO HIDROLIZADO PARCIALMENTE, MALTODEXTRINA Y TCM",KAS 1000 LATA X 400G,70,ENVASE X 400 GR.,3,Kas 1000,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,SUPLEMENTO PROTEICO PARA FORTIFICAR LOS ALIMENTOS A BASE DE CASEINATO DE CALCIO Y MINERALES,SECALBUM LATA X 225 GR,20,ENVASE X 250 GRS,4,Secalbum,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,FORMULA INFANTIL ANTIRREGURGITACION (AR) PARA LACTANTES CON ALMIDON MODIFICADO PARA LOS PRIMEROS MESES DE VIDA,NUTRILON AR 1 LATA X 400G,20,ENVASE X 400 GR.,5,Nutrilon,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,FORMULA INFANTIL ANTIRREGURGITACION (AR) PARA LACTANTES CON ALMIDON MODIFICADO PARA LOS PRIMEROS MESES DE VIDA,NUTRILON AR 1 LATA X 800G,20,ENVASE X 400 GR.,5,Nutrilon,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"FORMULA A BASE DE AMINOACIDOS LIBRES DE PEPTIDOS C/PREBIOTICOS S/SABOR, PARA NIÑOS A PARTIR DE LOS 12 MESES",NEOCATE JUNIOR NEUTRO LATA X 400G,50,ENVASE X 400 GR.,7,Neocate,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"FORMULA A BASE DE AMINOACIDOS LIBRES DE PEPTIDOS C/PREBIOTICOS S/SABOR, PARA NIÑOS A PARTIR DE LOS 12 MESES",NEOCATE JUNIOR VAINILLA LATA X 400G,50,ENVASE X 400 GR.,7,Neocate,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"FORMULA LACTEA EN POLVO CON PROTEINAS HIDROLIZADAS EXTENSAS Y TCM PARA LACTANTES SANOS, QUE PREVIENE LA ALERGIA A LAS PROTEINAS DE LECHE DE VACA Y/O SOJA",KAS 1000 LATA X 400G,600,ENVASE X 400 GR.,8,Kas 1000,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"FORMULA LACTEA EN POLVO CON PROTEINAS HIDROLIZADAS EXTENSAS Y TCM PARA LACTANTES SANOS, QUE PREVIENE LA ALERGIA A LAS PROTEINAS DE LECHE DE VACA Y/O SOJA",NUTRILON HA LATA X 400 GRS,600,ENVASE X 400 GR.,8,Nutrilon,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"HIDRATOS DE CARBONO, PROTEINAS, MINERALES, LIPIDOS, VITAMINAS P/NIÑOS SABOR VAINILLA",FORTINI VAINILLA LATA X 400G,100,ENVASE X 400 GR.,9,Fortini,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"HIDRATOS DE CARBONO, PROTEINAS, MINERALES, LIPIDOS, VITAMINAS SABOR NEUTRO",FORTISIP MAX NEUTRO LATA X 350G,500,ENVASE X 400 GR.,10,Fortisip,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"HIDRATOS DE CARBONO, PROTEINAS, MINERALES, LIPIDOS, VITAMINAS SABOR NEUTRO",FORTINI NEUTRO LATA X 400G,500,ENVASE X 400 GR.,10,Fortini,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"NUTRICION LIQUIDA HIPERCALORICA, COMPLETA Y BALANCEADA PARA DESNUTRICION EN ADULTOS Y NIÑOS MAYORES DE 4 AÑOS. SABOR VAINILLA",FORTISIP VAINILLA BOTELLA X 200ML,700,ENVASE X 237/200 ML.,12,Fortisip,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"NUTRICION LIQUIDA HIPERCALORICA, COMPLETA Y BALANCEADA PARA DESNUTRICION EN ADULTOS Y NIÑOS MAYORES DE 4 AÑOS. SABOR CHOCOLATE",FORTISIP VAINILLA BOTELLA X 200ML,100,ENVASE X 237/200 ML.,13,Fortisip,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"FORMULA DIETARIA BASE DE HIDRATOS DE CARBONO SELECCIONADOS, MINERALES, LIPIDOS, VITAMINAS Y PROTEINAS P/DIABETICOS",DIASIP VAINILLA X 4 X 200 ML,90,ENVASE X 350 GR.,14,Diasip,,
